Verb1,Verb2,CosineSimilarity
caɣʋʋ,kisi,0.7071067811865476
caɣʋʋ,welesinuu,0.7071067811865476
calʋʋ,tɔyɩtʋʋ,0.7071067811865476
mɛlʋʋ,ɖem,0.7071067811865476
kpɛdʋʋ,pʋʋ,0.7071067811865476
feŋuu,kituu,0.7071067811865476
kpɛlɩkʋʋ,kuu,0.7071067811865476
feŋuu,kem,0.7071067811865476
feŋuu,kasʋʋ,0.7071067811865476
feŋuu,hʋlɩsʋʋ,0.7071067811865476
kpɛlɩkʋʋ,kpɛʋ,0.7071067811865476
maɣʋ,you,0.7071067811865476
kpɛlɩkʋʋ,kpɩtʋʋ,0.7071067811865476
sazʋʋ,sɔm,0.7071067811865476
canʋʋ,hʋm,0.7071067811865476
haɣʋ,you,0.7071067811865476
mɩsʋʋ,ñɩɣʋ,0.7071067811865476
hɩzʋʋ,ɖʋnʋʋ,0.7071067811865476
feŋuu,kaɖɩnʋʋ,0.7071067811865476
cɔtʋʋ,tituu,0.7071067811865476
you,ñɩbʋ,0.7071067811865476
feŋuu,kaʋ,0.7071067811865476
lɛʋ,weʋ,0.7071067811865476
calʋʋ,kasʋʋ,0.7071067811865476
yasʋʋ,ñasʋʋ,0.7071067811865476
feŋuu,fiɣnuu,0.7071067811865476
you,yʋlʋmʋʋ,0.7071067811865476
feŋuu,kpiyuu,0.7071067811865476
mɩsʋʋ,ɖɩŋʋʋ,0.7071067811865476
kpɛdʋʋ,pʋʋtʋʋ,0.7071067811865476
calʋʋ,tuuluu,0.7071067811865476
mɩsʋʋ,ɖʋnʋʋ,0.7071067811865476
cɔtʋʋ,tɔyɩtʋʋ,0.7071067811865476
layʋʋ,pilisuu,0.7071067811865476
hɔɔzʋʋ,woŋuu,0.7071067811865476
cɛzʋʋ,kpɛdʋʋ,0.7071067811865476
cɛzʋʋ,kpɛlɩkʋʋ,0.7071067811865476
kpɛzɩnʋʋ,ɖɩŋʋʋ,0.7071067811865476
ɖem,ɖewuu,0.7071067811865476
feŋuu,kpɛzɩnʋʋ,0.7071067811865476
feŋuu,kpɛʋ,0.7071067811865476
posuu,sɩzʋʋ,0.7071067811865476
feŋuu,kpibuu,0.7071067811865476
caɣʋʋ,kaʋ,0.7071067811865476
cɔtʋʋ,hoyuu,0.7071067811865476
lizuu,mʋzʋʋ,0.7071067811865476
laɣzʋʋ,ɖɩŋʋʋ,0.7071067811865476
posuu,sɩnzʋʋ,0.7071067811865476
piyuu,đɛʋ,0.7071067811865476
kpɩtʋʋ,layʋʋ,0.7071067811865476
caɣʋʋ,wonʋʋ,0.7071067811865476
caɣʋʋ,woŋuu,0.7071067811865476
caɣʋʋ,kem,0.7071067811865476
hɔɔzʋʋ,wonʋʋ,0.7071067811865476
cɔtʋʋ,tuu,0.7071067811865476
feŋuu,kpendʋʋ,0.7071067811865476
hɔɔzʋʋ,koluu,0.7071067811865476
feŋuu,kpibu,0.7071067811865476
cɔtʋʋ,tuuluu,0.7071067811865476
puzuu,you,0.7071067811865476
kuu,ñasʋʋ,0.7071067811865476
ɖenuu,ɖɩŋʋʋ,0.7071067811865476
feŋuu,hɩzʋʋ,0.7071067811865476
hɛnʋʋ,kpadɩyʋʋ,0.7071067811865476
kɔzʋʋ,ɖem,0.7071067811865476
cɛzʋʋ,hɔɔzʋʋ,0.7071067811865476
layʋʋ,lɛʋ,0.7071067811865476
hɔɔzʋʋ,pɛlʋʋ,0.7071067811865476
feŋuu,haɣʋ,0.7071067811865476
haɣʋ,ɖem,0.7071067811865476
caɣʋʋ,tɔyɩtʋʋ,0.7071067811865476
cɔtʋʋ,hɔɔlʋʋ,0.7071067811865476
kpendʋʋ,ñɩɣʋ,0.7071067811865476
hɔɔzʋʋ,kpendʋʋ,0.7071067811865476
you,ɖaɣlʋʋ,0.7071067811865476
tuu,you,0.7071067811865476
feŋuu,hoyuu,0.7071067811865476
canʋʋ,hayʋʋ,0.7071067811865476
lʋbʋʋ,tɔɔlʋʋ,0.7071067811865476
caɣʋʋ,tuuluu,0.7071067811865476
hɔɔzʋʋ,pɛdʋʋ,0.7071067811865476
canʋʋ,feŋuu,0.7071067811865476
caɣʋʋ,tolisuu,0.7071067811865476
hɔɔzʋʋ,tɔyɩtʋʋ,0.7071067811865476
you,ɖewuu,0.7071067811865476
you,ɖenuu,0.7071067811865476
hʋlɩsʋʋ,kpɛlɩkʋʋ,0.7071067811865476
feŋuu,fɛtʋʋ,0.7071067811865476
hʋlɩsʋʋ,kpɛdʋʋ,0.7071067811865476
caɣʋʋ,tuduu,0.7071067811865476
lɛzʋʋ,nezuu,0.7071067811865476
cɔtʋʋ,sɩɣlʋʋ,0.7071067811865476
feŋuu,fɛʋ,0.7071067811865476
palʋʋ,đɛʋ,0.7071067811865476
caɣʋʋ,tuu,0.7071067811865476
hɔɔzʋʋ,suluu,0.7071067811865476
kpɛʋ,ɖʋnʋʋ,0.7071067811865476
calʋʋ,pasʋʋ,0.7071067811865476
yonuu,ɖɩŋʋʋ,0.7071067811865476
wadʋʋ,ɖem,0.7071067811865476
caɣʋʋ,tɩɣyʋʋ,0.7071067811865476
kpɛdʋʋ,pɛlʋʋ,0.7071067811865476
feŋuu,hɛnʋʋ,0.7071067811865476
kpɛdʋʋ,pɩnʋʋ,0.7071067811865476
hɔɔzʋʋ,kpalʋʋ,0.7071067811865476
kpɛlɩkʋʋ,kpɛzɩnʋʋ,0.7071067811865476
caɣʋʋ,tɩŋɩʋʋ,0.7071067811865476
caɣʋʋ,tɩɣzɩnʋʋ,0.7071067811865476
feŋuu,hɔɔʋ,0.7071067811865476
feŋuu,hɛʋ,0.7071067811865476
ɖenuu,ɖʋnʋʋ,0.7071067811865476
hʋlɩsʋʋ,hʋm,0.7071067811865476
you,ñɩlɩsʋʋ,0.7071067811865476
feŋuu,hɩnʋʋ,0.7071067811865476
canʋʋ,hɔɔzʋʋ,0.7071067811865476
cɔtʋʋ,tasɩnʋʋ,0.7071067811865476
feŋuu,hɔɔlʋʋ,0.7071067811865476
mɩsʋʋ,you,0.7071067811865476
walʋʋ,ɖem,0.7071067811865476
kpɛdʋʋ,ɖɔ́kʋʋ,0.7071067811865476
canʋʋ,hazʋʋ,0.7071067811865476
yasʋʋ,ñɩɣʋ,0.7071067811865476
cɛzʋʋ,hʋm,0.7071067811865476
kpɛdʋʋ,pɛdʋʋ,0.7071067811865476
lɛʋ,ñasʋʋ,0.7071067811865476
cɛtʋʋ,ɖʋnʋʋ,0.7071067811865476
you,ñɩlɩzʋʋ,0.7071067811865476
you,ɖabʋ,0.7071067811865476
mɩsʋʋ,yɩɣyʋʋ,0.7071067811865476
mɩsʋʋ,yʋlɩsʋʋ,0.7071067811865476
you,ñɩm,0.7071067811865476
mɩsʋʋ,ñasʋʋ,0.7071067811865476
kpɛdʋʋ,ɖɩɣzʋ,0.7071067811865476
kpɛdʋʋ,welesinuu,0.7071067811865476
kpɛdʋʋ,paʋ,0.7071067811865476
cɔtʋʋ,nɩzʋʋ,0.7071067811865476
kuu,nezuu,0.7071067811865476
layʋʋ,liu,0.7071067811865476
caɣʋʋ,paɖʋʋ,0.7071067811865476
pasʋʋ,weʋ,0.7071067811865476
piyʋʋ,ɖem,0.7071067811865476
sazʋʋ,you,0.7071067811865476
tuu,ñɩɣʋ,0.7071067811865476
cɔtʋʋ,kituu,0.7071067811865476
kpɛdʋʋ,sɩzʋʋ,0.7071067811865476
calʋʋ,hɔɔlʋʋ,0.7071067811865476
calʋʋ,welesinuu,0.7071067811865476
cɔtʋʋ,kem,0.7071067811865476
cɔtʋʋ,kaʋ,0.7071067811865476
cɔtʋʋ,kʋndɩnʋʋ,0.7071067811865476
hɔɔzʋʋ,tɩɣzɩnʋʋ,0.7071067811865476
cɔtʋʋ,kaɖɩnʋʋ,0.7071067811865476
hʋlɩsʋʋ,weʋ,0.7071067811865476
kpɛdʋʋ,kʋndɩnʋʋ,0.7071067811865476
posuu,siu,0.7071067811865476
kituu,tɔɔlʋʋ,0.7071067811865476
hɩzʋʋ,kpɛdʋʋ,0.7071067811865476
calʋʋ,yɔlɩsʋʋ,0.7071067811865476
you,yuu,0.7071067811865476
hʋlɩsʋʋ,you,0.7071067811865476
hɩzʋʋ,kpɛlɩkʋʋ,0.7071067811865476
hɔɔzʋʋ,lɛzʋʋ,0.7071067811865476
cɔtʋʋ,kotuu,0.7071067811865476
hɔɔzʋʋ,naŋʋʋ,0.7071067811865476
kpendʋʋ,you,0.7071067811865476
calʋʋ,woŋuu,0.7071067811865476
kuu,ɖɩŋʋʋ,0.7071067811865476
calʋʋ,wonʋʋ,0.7071067811865476
liu,ɖʋnʋʋ,0.7071067811865476
caɣʋʋ,pasʋʋ,0.7071067811865476
kpɛdʋʋ,limuu,0.7071067811865476
calʋʋ,pɛlʋʋ,0.7071067811865476
yonuu,ɖʋnʋʋ,0.7071067811865476
kpɛdʋʋ,liu,0.7071067811865476
layʋʋ,lɛzʋʋ,0.7071067811865476
lizuu,malʋʋ,0.7071067811865476
lɛzʋʋ,sɔm,0.7071067811865476
kituu,you,0.7071067811865476
calʋʋ,ñazʋʋ,0.7071067811865476
mɩlʋʋ,you,0.7071067811865476
limuu,you,0.7071067811865476
kpɛdʋʋ,lɛʋ,0.7071067811865476
posuu,siɣʋ,0.7071067811865476
kpɛzɩnʋʋ,weʋ,0.7071067811865476
yuu,ɖem,0.7071067811865476
calʋʋ,ñaɣyʋʋ,0.7071067811865476
calʋʋ,ñaɣzʋʋ,0.7071067811865476
pɛlʋʋ,ɖʋnʋʋ,0.7071067811865476
caɣʋʋ,kuu,0.7071067811865476
hɔɔzʋʋ,niɣzʋʋ,0.7071067811865476
hɔɔʋ,weʋ,0.7071067811865476
hɔɔzʋʋ,liu,0.7071067811865476
paɣlʋʋ,you,0.7071067811865476
kpɛʋ,sɔm,0.7071067811865476
kpɛdʋʋ,sɩɣlʋʋ,0.7071067811865476
seluu,tɔɔlʋʋ,0.7071067811865476
layʋʋ,muluu,0.7071067811865476
calʋʋ,wanʋʋ,0.7071067811865476
kpɛdʋʋ,lou,0.7071067811865476
liu,ñɩɣʋ,0.7071067811865476
caɣʋʋ,pilisuu,0.7071067811865476
puzuu,tɔɔlʋʋ,0.7071067811865476
hɔɔʋ,sɔm,0.7071067811865476
caɣʋʋ,kʋndɩnʋʋ,0.7071067811865476
layʋʋ,mɩsʋʋ,0.7071067811865476
cɔtʋʋ,kasʋʋ,0.7071067811865476
kpɛdʋʋ,lɛzʋʋ,0.7071067811865476
caɣʋʋ,liu,0.7071067811865476
hɔɔzʋʋ,tɩɣyʋʋ,0.7071067811865476
hɔɔzʋʋ,mʋʋzʋʋ,0.7071067811865476
pasʋʋ,you,0.7071067811865476
ɖɔ́kʋʋ,ɖʋnʋʋ,0.7071067811865476
kpɛdʋʋ,sɛɣʋʋ,0.7071067811865476
hʋlɩsʋʋ,ɖʋnʋʋ,0.7071067811865476
caɣʋʋ,mɩsʋʋ,0.7071067811865476
kpɛdʋʋ,kpɩtʋʋ,0.7071067811865476
ceɣuu,ɖem,0.7071067811865476
posuu,pɛlʋʋ,0.7071067811865476
maɣʋ,ɖem,0.7071067811865476
posuu,pɛdʋʋ,0.7071067811865476
kpɛdʋʋ,kuu,0.7071067811865476
faɣʋ,lizuu,0.7071067811865476
pasʋʋ,ñɩɣʋ,0.7071067811865476
cɔtʋʋ,kpalʋʋ,0.7071067811865476
kpɛdʋʋ,sɩnzʋʋ,0.7071067811865476
cɔtʋʋ,kpɛzɩnʋʋ,0.7071067811865476
kpɛdʋʋ,kpɛʋ,0.7071067811865476
hʋlɩsʋʋ,ñɩɣʋ,0.7071067811865476
caɣʋʋ,lʋʋ,0.7071067811865476
seluu,ɖem,0.7071067811865476
caɣʋʋ,muluu,0.7071067811865476
cɔtʋʋ,kpendʋʋ,0.7071067811865476
hɔɔzʋʋ,mayʋʋ,0.7071067811865476
cɔtʋʋ,kpibu,0.7071067811865476
pasʋʋ,ɖɩŋʋʋ,0.7071067811865476
paɣlʋʋ,tɔɔlʋʋ,0.7071067811865476
caɣʋʋ,mayʋʋ,0.7071067811865476
calʋʋ,hɔɔʋ,0.7071067811865476
caɣʋʋ,malʋʋ,0.7071067811865476
kpɛdʋʋ,kpɛzɩnʋʋ,0.7071067811865476
cɔtʋʋ,kpibuu,0.7071067811865476
ɖɔ́kʋʋ,ɖɩŋʋʋ,0.7071067811865476
cɔtʋʋ,kpiyuu,0.7071067811865476
hʋlɩsʋʋ,ɖɩŋʋʋ,0.7071067811865476
caɣʋʋ,mʋzʋʋ,0.7071067811865476
limuu,ɖem,0.7071067811865476
posuu,pʋʋtʋʋ,0.7071067811865476
mɩlʋʋ,sɔm,0.7071067811865476
liu,ɖɩŋʋʋ,0.7071067811865476
hɔɔzʋʋ,mɩsʋʋ,0.7071067811865476
kotuu,tɔɔlʋʋ,0.7071067811865476
yozuu,ɖʋnʋʋ,0.7071067811865476
caɣʋʋ,naŋʋʋ,0.7071067811865476
hʋlɩsʋʋ,ñasʋʋ,0.7071067811865476
posuu,salʋʋ,0.7071067811865476
caɣʋʋ,mʋʋzʋʋ,0.7071067811865476
calʋʋ,yozuu,0.7071067811865476
hʋlɩsʋʋ,yʋlɩsʋʋ,0.7071067811865476
hʋlɩsʋʋ,yɩɣyʋʋ,0.7071067811865476
posuu,tɔyɩtʋʋ,0.7071067811865476
posuu,sazʋʋ,0.7071067811865476
posuu,ɖenuu,0.7071067811865476
pasʋʋ,yɩɣyʋʋ,0.7071067811865476
pasʋʋ,yʋlɩsʋʋ,0.7071067811865476
caɣʋʋ,lɛʋ,0.7071067811865476
caɣʋʋ,lɛzʋʋ,0.7071067811865476
kpɛʋ,posuu,0.7071067811865476
yozuu,ɖɩŋʋʋ,0.7071067811865476
calʋʋ,yasʋʋ,0.7071067811865476
cɔtʋʋ,kpɛʋ,0.7071067811865476
cɔtʋʋ,kpɩtʋʋ,0.7071067811865476
cɔtʋʋ,kuu,0.7071067811865476
calʋʋ,pɛdʋʋ,0.7071067811865476
calʋʋ,yonuu,0.7071067811865476
kuu,ɖʋnʋʋ,0.7071067811865476
seluu,you,0.7071067811865476
pasʋʋ,ñasʋʋ,0.7071067811865476
hɔɔzʋʋ,lʋʋ,0.7071067811865476
hɩzʋʋ,hʋm,0.7071067811865476
hɔɔzʋʋ,lɛʋ,0.7071067811865476
hɔɔzʋʋ,laɣzʋʋ,0.7071067811865476
caɣʋʋ,kpɩtʋʋ,0.7071067811865476
faɣʋ,kpadɩyʋʋ,0.7071067811865476
kpɛdʋʋ,tolisuu,0.7071067811865476
kpɛdʋʋ,tɔyɩtʋʋ,0.7071067811865476
kpɛzɩnʋʋ,yɩɣyʋʋ,0.7071067811865476
kpɛzɩnʋʋ,yʋlɩsʋʋ,0.7071067811865476
kituu,ɖem,0.7071067811865476
hɔɔzʋʋ,paɖʋʋ,0.7071067811865476
kpendʋʋ,yɩɣyʋʋ,0.7071067811865476
cɔtʋʋ,mɩsʋʋ,0.7071067811865476
hɔɔzʋʋ,kuu,0.7071067811865476
kpɛdʋʋ,tɛŋɛlʋʋ,0.7071067811865476
lɛzʋʋ,posuu,0.7071067811865476
layʋʋ,ɖɩɣzʋ,0.7071067811865476
kpɛdʋʋ,tɩmʋʋ,0.7071067811865476
kpɛʋ,weʋ,0.7071067811865476
mɩsʋʋ,nezuu,0.7071067811865476
kpɛdʋʋ,tɩyʋʋ,0.7071067811865476
ceɣuu,you,0.7071067811865476
cɔtʋʋ,mɩlʋʋ,0.7071067811865476
hɩnʋʋ,you,0.7071067811865476
hɩzʋʋ,layʋʋ,0.7071067811865476
kpɛdʋʋ,tuduu,0.7071067811865476
kpɛdʋʋ,naŋʋʋ,0.7071067811865476
kpɛdʋʋ,tuu,0.7071067811865476
kpɛdʋʋ,tuuluu,0.7071067811865476
kituu,kpadɩyʋʋ,0.7071067811865476
layʋʋ,mʋʋzʋʋ,0.7071067811865476
koluu,ɖɩŋʋʋ,0.7071067811865476
sezuu,yɩɣyʋʋ,0.7071067811865476
calʋʋ,ñɩm,0.7071067811865476
cɔtʋʋ,maɣʋ,0.7071067811865476
hɔɔzʋʋ,wanʋʋ,0.7071067811865476
cɔtʋʋ,hɛʋ,0.7071067811865476
cɔtʋʋ,muluu,0.7071067811865476
cɔtʋʋ,mɛlʋʋ,0.7071067811865476
layʋʋ,naŋʋʋ,0.7071067811865476
liu,ñasʋʋ,0.7071067811865476
kpɛdʋʋ,tɩɣyʋʋ,0.7071067811865476
yozuu,yɩɣyʋʋ,0.7071067811865476
calʋʋ,ɖenuu,0.7071067811865476
kpɛdʋʋ,wanʋʋ,0.7071067811865476
cɔtʋʋ,naŋʋʋ,0.7071067811865476
kpɛdʋʋ,wasʋʋ,0.7071067811865476
lɛʋ,yʋlɩsʋʋ,0.7071067811865476
mɩsʋʋ,posuu,0.7071067811865476
kʋndɩnʋʋ,layʋʋ,0.7071067811865476
kpɛdʋʋ,paɣlʋʋ,0.7071067811865476
kpendʋʋ,yʋlɩsʋʋ,0.7071067811865476
caɣʋʋ,suluu,0.7071067811865476
paɖʋʋ,posuu,0.7071067811865476
hɔɔzʋʋ,kpɛzɩnʋʋ,0.7071067811865476
caɣʋʋ,susunuu,0.7071067811865476
kpɛdʋʋ,waʋ,0.7071067811865476
hɔɔzʋʋ,welesinuu,0.7071067811865476
caɣʋʋ,siɣʋ,0.7071067811865476
kpɛdʋʋ,nɩzʋʋ,0.7071067811865476
hɔɔzʋʋ,kpɛʋ,0.7071067811865476
piyʋʋ,you,0.7071067811865476
hɔɔzʋʋ,kpɩtʋʋ,0.7071067811865476
calʋʋ,hʋlɩsʋʋ,0.7071067811865476
kpɛdʋʋ,tɩɣzɩnʋʋ,0.7071067811865476
hʋlɩsʋʋ,posuu,0.7071067811865476
cɔtʋʋ,mʋʋzʋʋ,0.7071067811865476
posuu,suyuu,0.7071067811865476
kpɛdʋʋ,paɖʋʋ,0.7071067811865476
caɣʋʋ,siu,0.7071067811865476
kpɛdʋʋ,wadʋʋ,0.7071067811865476
kpɛdʋʋ,pasʋʋ,0.7071067811865476
lɛʋ,yɩɣyʋʋ,0.7071067811865476
posuu,ñɩm,0.7071067811865476
yozuu,yʋlɩsʋʋ,0.7071067811865476
ɖɩŋʋʋ,ɖɩɣzʋ,0.7071067811865476
you,yozuu,0.7071067811865476
cɔtʋʋ,limuu,0.7071067811865476
cɔtʋʋ,mayʋʋ,0.7071067811865476
cɔtʋʋ,hʋlɩsʋʋ,0.7071067811865476
hɔɔʋ,you,0.7071067811865476
cɔtʋʋ,lou,0.7071067811865476
kpɛdʋʋ,tasɩnʋʋ,0.7071067811865476
sazʋʋ,weʋ,0.7071067811865476
kpɛzɩnʋʋ,you,0.7071067811865476
ɖɩkʋʋ,ɖʋnʋʋ,0.7071067811865476
kotuu,you,0.7071067811865476
kpɛdʋʋ,muluu,0.7071067811865476
caɣʋʋ,kpiyuu,0.7071067811865476
sazʋʋ,yɩɣyʋʋ,0.7071067811865476
caɣʋʋ,kpibuu,0.7071067811865476
caɣʋʋ,kpibu,0.7071067811865476
cɔtʋʋ,hɩzʋʋ,0.7071067811865476
cɔtʋʋ,lɛzʋʋ,0.7071067811865476
calʋʋ,tɩɣzɩnʋʋ,0.7071067811865476
kpɛdʋʋ,maɣʋ,0.7071067811865476
caɣʋʋ,pɛlʋʋ,0.7071067811865476
kɔzʋʋ,đɛʋ,0.7071067811865476
cɔtʋʋ,liu,0.7071067811865476
caɣʋʋ,kpɛʋ,0.7071067811865476
kpɛdʋʋ,lʋbʋʋ,0.7071067811865476
kpɛdʋʋ,lʋʋ,0.7071067811865476
caɣʋʋ,pɛdʋʋ,0.7071067811865476
pasʋʋ,sɔm,0.7071067811865476
kpɛdʋʋ,mayʋʋ,0.7071067811865476
caɣʋʋ,kpɛyʋʋ,0.7071067811865476
hɩnʋʋ,ɖem,0.7071067811865476
kpɛʋ,nezuu,0.7071067811865476
yozuu,ñɩɣʋ,0.7071067811865476
calʋʋ,ñɔkɔyɩnʋʋ,0.7071067811865476
caɣʋʋ,kpɛzɩnʋʋ,0.7071067811865476
cozuu,ñɩɣʋ,0.7071067811865476
hɔɔzʋʋ,kʋndɩnʋʋ,0.7071067811865476
pɛlʋʋ,ɖɩŋʋʋ,0.7071067811865476
hɔɔʋ,yɩɣyʋʋ,0.7071067811865476
cɔtʋʋ,lʋʋ,0.7071067811865476
cɔtʋʋ,lʋbʋʋ,0.7071067811865476
posuu,suluu,0.7071067811865476
sazʋʋ,yʋlɩsʋʋ,0.7071067811865476
kituu,kpɛdʋʋ,0.7071067811865476
Kʋyʋʋ,kpadɩyʋʋ,0.7071067811865476
posuu,susunuu,0.7071067811865476
kpɛdʋʋ,mʋʋzʋʋ,0.7071067811865476
caɣʋʋ,sazʋʋ,0.7071067811865476
yozuu,ñasʋʋ,0.7071067811865476
hɔɔzʋʋ,pasʋʋ,0.7071067811865476
hɔɔʋ,ñasʋʋ,0.7071067811865476
limuu,tɔɔlʋʋ,0.7071067811865476
kpɛdʋʋ,tituu,0.7071067811865476
calʋʋ,hoyuu,0.7071067811865476
kpɛdʋʋ,mɩsʋʋ,0.7071067811865476
calʋʋ,ñɩbʋ,0.7071067811865476
pasʋʋ,posuu,0.7071067811865476
kpɛdʋʋ,mɛlʋʋ,0.7071067811865476
hʋlɩsʋʋ,sɔm,0.7071067811865476
calʋʋ,hɩzʋʋ,0.7071067811865476
calʋʋ,tɩɣyʋʋ,0.7071067811865476
cɔtʋʋ,hɩnʋʋ,0.7071067811865476
caɣʋʋ,pʋʋtʋʋ,0.7071067811865476
mɩlʋʋ,ɖem,0.7071067811865476
caɣʋʋ,salʋʋ,0.7071067811865476
feŋuu,tuuluu,0.7071067811865476
caɣʋʋ,kpendʋʋ,0.7071067811865476
you,yɔlɩsʋʋ,0.7071067811865476
cɔtʋʋ,lɛʋ,0.7071067811865476
hɔɔʋ,yʋlɩsʋʋ,0.7071067811865476
paɣlʋʋ,ɖem,0.7071067811865476
kpɛdʋʋ,mɩlʋʋ,0.7071067811865476
lʋbʋʋ,you,0.7071067811865476
pasʋʋ,ɖʋnʋʋ,0.7071067811865476
hʋm,pasʋʋ,0.7071067811865476
caɣʋʋ,ñɔkɔyɩnʋʋ,0.7071067811865476
feŋuu,maɣʋ,0.7071067811865476
hʋm,siu,0.7071067811865476
layʋʋ,sazʋʋ,0.7071067811865476
hʋm,kpiyuu,0.7071067811865476
hʋm,siɣʋ,0.7071067811865476
paʋ,ɖem,0.7071067811865476
hʋm,kpibuu,0.7071067811865476
hʋm,kpibu,0.7071067811865476
calʋʋ,cɛzʋʋ,0.7071067811865476
hʋm,suluu,0.7071067811865476
hɩzʋʋ,weʋ,0.7071067811865476
cɔtʋʋ,waʋ,0.7071067811865476
hʋm,kpeɣlu,0.7071067811865476
feŋuu,seluu,0.7071067811865476
hʋm,kpendʋʋ,0.7071067811865476
hʋm,susunuu,0.7071067811865476
pɛlʋʋ,you,0.7071067811865476
hɩnʋʋ,kpɛdʋʋ,0.7071067811865476
cɔtʋʋ,wasʋʋ,0.7071067811865476
feŋuu,seʋ,0.7071067811865476
tɩɣzɩnʋʋ,ɖʋnʋʋ,0.7071067811865476
tuu,ɖɩŋʋʋ,0.7071067811865476
cɔtʋʋ,yɔlɩsʋʋ,0.7071067811865476
kpɛdʋʋ,susunuu,0.7071067811865476
hɔɔzʋʋ,sazʋʋ,0.7071067811865476
hʋm,kpɛzɩnʋʋ,0.7071067811865476
kpɛlɩkʋʋ,lɛʋ,0.7071067811865476
sisuu,tɔɔlʋʋ,0.7071067811865476
cɔtʋʋ,welesinuu,0.7071067811865476
wadʋʋ,you,0.7071067811865476
hʋm,pʋʋtʋʋ,0.7071067811865476
paɖʋʋ,ñasʋʋ,0.7071067811865476
hʋm,salʋʋ,0.7071067811865476
tɩɣzɩnʋʋ,ñasʋʋ,0.7071067811865476
hʋm,sazʋʋ,0.7071067811865476
feŋuu,sazʋʋ,0.7071067811865476
cɔtʋʋ,yoluu,0.7071067811865476
feŋuu,mɛlʋʋ,0.7071067811865476
cɔtʋʋ,yonuu,0.7071067811865476
cɔtʋʋ,yozuu,0.7071067811865476
cɔtʋʋ,yuu,0.7071067811865476
muluu,ñɩɣʋ,0.7071067811865476
tɩɣzɩnʋʋ,ɖɩŋʋʋ,0.7071067811865476
kpɛdʋʋ,suluu,0.7071067811865476
feŋuu,muluu,0.7071067811865476
hʋm,suyuu,0.7071067811865476
feŋuu,sisuu,0.7071067811865476
hʋm,kpɛʋ,0.7071067811865476
muluu,posuu,0.7071067811865476
kpɩtʋʋ,nezuu,0.7071067811865476
hʋm,kaʋ,0.7071067811865476
lʋbʋʋ,ɖem,0.7071067811865476
hʋm,sɩɣlʋʋ,0.7071067811865476
tuu,weʋ,0.7071067811865476
layʋʋ,siu,0.7071067811865476
hʋm,kaɖɩnʋʋ,0.7071067811865476
caɣʋʋ,ɖɩɣzʋ,0.7071067811865476
feŋuu,suluu,0.7071067811865476
cɛzʋʋ,posuu,0.7071067811865476
feŋuu,lʋʋ,0.7071067811865476
hɔɔzʋʋ,hʋlɩsʋʋ,0.7071067811865476
feŋuu,lʋbʋʋ,0.7071067811865476
hʋm,lɛʋ,0.7071067811865476
sɛɣʋʋ,ñɩɣʋ,0.7071067811865476
hɩzʋʋ,sɔm,0.7071067811865476
hɔɔzʋʋ,kaɖɩnʋʋ,0.7071067811865476
calʋʋ,susunuu,0.7071067811865476
paʋ,tɔɔlʋʋ,0.7071067811865476
calʋʋ,suluu,0.7071067811865476
layʋʋ,siɣʋ,0.7071067811865476
hʋm,sɩzʋʋ,0.7071067811865476
hʋm,kem,0.7071067811865476
kpɛdʋʋ,sazʋʋ,0.7071067811865476
hʋm,sɛɣʋʋ,0.7071067811865476
feŋuu,mayʋʋ,0.7071067811865476
cɔtʋʋ,wanʋʋ,0.7071067811865476
layʋʋ,sezuu,0.7071067811865476
tasɩnʋʋ,yʋlɩsʋʋ,0.7071067811865476
feŋuu,siu,0.7071067811865476
ɖabʋ,ɖem,0.7071067811865476
hʋm,kpalʋʋ,0.7071067811865476
feŋuu,siɣʋ,0.7071067811865476
caɣʋʋ,ɖɔ́kʋʋ,0.7071067811865476
hɔɔzʋʋ,yasʋʋ,0.7071067811865476
lizuu,mʋʋ́ʋ,0.7071067811865476
feŋuu,sobuu,0.7071067811865476
kpɛyʋʋ,posuu,0.7071067811865476
cɔtʋʋ,yʋlʋmʋʋ,0.7071067811865476
hʋm,koluu,0.7071067811865476
hʋm,sɩnzʋʋ,0.7071067811865476
yɔlɩsʋʋ,ñasʋʋ,0.7071067811865476
calʋʋ,suyuu,0.7071067811865476
cɔtʋʋ,wadʋʋ,0.7071067811865476
kpɛlɩkʋʋ,lʋʋ,0.7071067811865476
hɔɔzʋʋ,kasʋʋ,0.7071067811865476
hɔɔzʋʋ,salʋʋ,0.7071067811865476
lɛʋ,ñɩɣʋ,0.7071067811865476
hʋm,laɣzʋʋ,0.7071067811865476
yɔlɩsʋʋ,ñɩɣʋ,0.7071067811865476
feŋuu,pasʋʋ,0.7071067811865476
feŋuu,piyʋʋ,0.7071067811865476
hʋm,mɩsʋʋ,0.7071067811865476
caɣʋʋ,ñɩm,0.7071067811865476
hɔɔzʋʋ,pʋʋtʋʋ,0.7071067811865476
calʋʋ,sɩnzʋʋ,0.7071067811865476
you,ñɔkɔyɩnʋʋ,0.7071067811865476
kotuu,kpɛdʋʋ,0.7071067811865476
cɔtʋʋ,fɛʋ,0.7071067811865476
tɩɣzɩnʋʋ,ñɩɣʋ,0.7071067811865476
kpendʋʋ,ɖɩŋʋʋ,0.7071067811865476
kpɛlɩkʋʋ,liu,0.7071067811865476
hʋm,mʋʋzʋʋ,0.7071067811865476
