Verb1,Verb2,CosineSimilarity
lesuu,tibu,0.05794400216170998
kuluu,puu,0.057928444636349226
kuluu,pɔʋ,0.057928444636349226
kuluu,sɩɣzʋʋ,0.057928444636349226
kuluu,sʋʋʋ,0.057928444636349226
kuluu,wɛɛtʋʋ,0.057928444636349226
kuluu,ɖɩkʋʋ,0.057928444636349226
hadʋʋ,kuluu,0.057928444636349226
lɩnʋʋ,sɔɔndʋʋ,0.05790146478083318
kʋsʋʋ,tibu,0.05784007867460767
heyuu,wɩzʋʋ,0.05781023351110622
kpazʋʋ,lɩnʋʋ,0.05778692171162374
pɩsɩnʋʋ,tɔm,0.05775909822579078
lɩnʋʋ,lɩzʋʋ,0.057746991945049335
hɔzʋʋ,tibu,0.05772433821630337
tɛm,tɩzʋʋ,0.057624803853508266
cɛyʋʋ,tɛm,0.057574525642928774
coɖuu,tasʋʋ,0.05755624073944143
kʋyʋʋ,malɩsʋʋ,0.05748265722437917
kɛzʋʋ,kʋyʋʋ,0.05748265722437917
cɛlʋʋ,ɖuuni,0.0574722135138078
tam,ɖɛnʋʋ,0.057448498962142616
mɛsʋʋ,tam,0.057448498962142616
holuu,tasʋʋ,0.05742819555137874
kpadɩyʋʋ,kɛʋ,0.05740115779302915
kɛʋ,ɖem,0.05740115779302915
nɩɣzɩnʋʋ,tibu,0.05738414360061108
kɛnʋʋ,tibu,0.05738414360061108
labɩnʋʋ,tibu,0.05738414360061108
pisuu,tʋʋzʋʋ,0.0573775310549247
siɣu,tʋʋzʋʋ,0.0573775310549247
piyuu,sɛʋ,0.057364417689182656
mʋʋ́ʋ,sɛʋ,0.057364417689182656
sɛʋ,tɔnzʋʋ,0.057364417689182656
kɔzʋʋ,sɛʋ,0.057364417689182656
faɣʋ,sɛʋ,0.057364417689182656
Kʋyʋʋ,sɛʋ,0.057364417689182656
heyuu,ñɔʋ,0.05736233009412583
taʋ,wobu,0.057334499380696416
ñaʋ,ñɩnʋʋ,0.057259833431386825
niɣzʋʋ,ñɩnʋʋ,0.057259833431386825
ñalɩzʋʋ,ñɩnʋʋ,0.057259833431386825
ñɩnʋʋ,đɔkʋʋ,0.057259833431386825
koluu,ñɩnʋʋ,0.057259833431386825
kpeɣlu,ñɩnʋʋ,0.057259833431386825
kpeɣu,tibu,0.05718278371186288
lesuu,mɛsʋʋ,0.05716619504750296
tiyuu,ñalɩzʋʋ,0.05716619504750295
niɣzʋʋ,tiyuu,0.05716619504750295
tiyuu,đɔkʋʋ,0.05716619504750295
kpeɣlu,tiyuu,0.05716619504750295
koluu,tiyuu,0.05716619504750295
tiyuu,ñaʋ,0.05716619504750295
lɩʋ,yiluu,0.057122136316450974
heyuu,tɩŋʋʋ,0.057115263532925994
tɛm,yabʋ,0.05697395924959712
kɔʋ,tɛm,0.05694978758267157
hʋlʋmʋʋ,luzuu,0.05694332404284097
sɔzʋʋ,tasʋʋ,0.05691313406596791
sɔʋ,wiu,0.056911039322447225
kʋyʋʋ,ɖiɣzinuu,0.056904927413572545
kuluu,pɛm,0.05680351338323539
koyuu,tibu,0.05677329558036596
tibu,yiluu,0.05677329558036596
fem,tenduu,0.056764988069502434
ñaɣʋ,đɛʋ,0.05675043538391659
lizuu,ñaɣʋ,0.05675043538391659
tasʋʋ,taʋ,0.05667746790226606
tɛm,ñɩbʋ,0.0566643231906488
mʋʋzʋʋ,tɛm,0.0566643231906488
sazʋʋ,tɛm,0.0566643231906488
kpɛʋ,tɛm,0.0566643231906488
siu,tɛm,0.0566643231906488
hɩzʋʋ,tɛm,0.0566643231906488
cɛzʋʋ,tɛm,0.0566643231906488
tuuluu,tɛm,0.0566643231906488
kʋndɩnʋʋ,tɛm,0.0566643231906488
tɛm,ñɩm,0.0566643231906488
tɛm,ñɔkɔyɩnʋʋ,0.0566643231906488
kasʋʋ,tɛm,0.0566643231906488
kpiyuu,tɛm,0.0566643231906488
tɛm,ñaɣzʋʋ,0.0566643231906488
tɔyɩtʋʋ,tɛm,0.0566643231906488
tɛm,ɖizuu,0.0566643231906488
lɛzʋʋ,tɛm,0.0566643231906488
tɛm,ɖenuu,0.0566643231906488
tasɩnʋʋ,tɛm,0.0566643231906488
kpɩtʋʋ,tɛm,0.0566643231906488
kpibuu,tɛm,0.0566643231906488
paɖʋʋ,tɛm,0.0566643231906488
kpibu,tɛm,0.0566643231906488
tuduu,tɛm,0.0566643231906488
kpɛzɩnʋʋ,tɛm,0.0566643231906488
hɔɔlʋʋ,tɛm,0.0566643231906488
sɩnzʋʋ,tɛm,0.0566643231906488
pʋʋtʋʋ,tɛm,0.0566643231906488
sɛɣʋʋ,tɛm,0.0566643231906488
cozuu,tɛm,0.0566643231906488
caɣnʋʋ,tɛm,0.0566643231906488
suyuu,tɛm,0.0566643231906488
pilisuu,tɛm,0.0566643231906488
tolisuu,tɛm,0.0566643231906488
mayʋʋ,tɛm,0.0566643231906488
hʋlɩsʋʋ,tɛm,0.0566643231906488
pɛdʋʋ,tɛm,0.0566643231906488
liu,tɛm,0.0566643231906488
kem,tɛm,0.0566643231906488
lɛʋ,tɛm,0.0566643231906488
canʋʋ,tɛm,0.0566643231906488
tɛm,ɖɔ́kʋʋ,0.0566643231906488
kpendʋʋ,tɛm,0.0566643231906488
susunuu,tɛm,0.0566643231906488
tɛm,ɖɩɣzʋ,0.0566643231906488
tɛm,tɩɣyʋʋ,0.0566643231906488
tɛm,yasʋʋ,0.0566643231906488
tɛm,wanʋʋ,0.0566643231906488
mɩsʋʋ,tɛm,0.0566643231906488
tɛm,wonʋʋ,0.0566643231906488
salʋʋ,tɛm,0.0566643231906488
muluu,tɛm,0.0566643231906488
sɩzʋʋ,tɛm,0.0566643231906488
hoyuu,tɛm,0.0566643231906488
tɛm,yonuu,0.0566643231906488
kaʋ,tɛm,0.0566643231906488
kaɖɩnʋʋ,tɛm,0.0566643231906488
pasʋʋ,tɛm,0.0566643231906488
sɩɣlʋʋ,tɛm,0.0566643231906488
kuu,tɛm,0.0566643231906488
tɛm,welesinuu,0.0566643231906488
hɔɔʋ,tɛm,0.0566643231906488
siɣʋ,tɛm,0.0566643231906488
tɛm,yozuu,0.0566643231906488
suluu,tɛm,0.0566643231906488
tɛm,yɔlɩsʋʋ,0.0566643231906488
tɛm,woŋuu,0.0566643231906488
tuu,tɛm,0.0566643231906488
naŋʋʋ,tɛm,0.0566643231906488
tɛm,tɩɣzɩnʋʋ,0.0566643231906488
pɛlʋʋ,tɛm,0.0566643231906488
lʋʋ,tɛm,0.0566643231906488
tɛm,ñaɣyʋʋ,0.0566643231906488
tɛm,ñazʋʋ,0.0566643231906488
kpalʋʋ,tɛm,0.0566643231906488
cosuu,ɖʋzʋʋ,0.05652785707930728
mʋnʋʋ,ñɩkʋʋ,0.05649326828660322
caʋ,kitinuu,0.05645574369376367
tɛm,ɖɔɔnʋʋ,0.0564316145146575
hʋlʋmʋʋ,kɔʋ,0.05642328279331495
hʋlʋmʋʋ,tɛɖʋʋ,0.05642328279331495
hʋlʋmʋʋ,pɩsɩnʋʋ,0.05642328279331495
kizinuu,labʋ,0.05640988334331362
labʋ,yɛlʋʋ,0.05640988334331362
wobu,ñɔɔzʋʋ,0.056399534624519035
tɛm,ɖɩɣzʋʋ,0.05638310893277391
mɩzʋʋ,ɖanʋʋ,0.05634361698190112
kʋyʋʋ,laɣzʋʋ,0.05632127170361524
tɛm,ɖezuu,0.05631774915547498
hʋʋ,niɣzʋʋ,0.05629895298995757
hʋʋ,kpɛyʋʋ,0.05629895298995757
hʋʋ,koluu,0.05629895298995757
fɛyʋʋ,hʋʋ,0.05629895298995757
hʋʋ,malʋʋ,0.05629895298995757
hʋʋ,đɔkʋʋ,0.05629895298995757
hʋʋ,ñaʋ,0.05629895298995757
hʋʋ,tɩŋɩʋʋ,0.05629895298995757
hʋʋ,ñalɩzʋʋ,0.05629895298995757
hʋʋ,kpeɣlu,0.05629895298995757
hʋʋ,kisi,0.05629895298995757
hʋʋ,mʋzʋʋ,0.05629895298995757
teu,tɛm,0.056226754301034035
lɩnʋʋ,wɩlʋʋ,0.05621601546138597
yɔɔdɩnʋʋ,ɖʋzʋʋ,0.056215833405803925
tasʋʋ,welesuu,0.056133787721172175
caʋ,pazʋʋ,0.056088201965798175
mɩzʋʋ,tasʋʋ,0.05607336230757326
siɣu,tasʋʋ,0.056044180227893155
kʋsʋʋ,tɛm,0.05600541330816479
tɩlʋʋ,ɖʋzʋʋ,0.05595845172486903
takʋʋ,tibu,0.055956371039253286
laɣzʋʋ,ɖʋzʋʋ,0.05589624108670913
walʋʋ,ɖʋzʋʋ,0.05589624108670913
hɔzʋʋ,tɛm,0.05589334409331681
hʋʋ,sɩbʋ,0.05585817596970168
tasʋʋ,yʋsʋʋ,0.05581603638337336
hʋlʋmʋʋ,kɩndʋʋ,0.05579283526516708
hʋlʋmʋʋ,hʋlʋʋ,0.05579283526516708
hʋlʋmʋʋ,ɖiyuu,0.05579283526516708
hʋlʋmʋʋ,sʋnʋʋ,0.05579283526516708
hʋlʋmʋʋ,tuzuu,0.05579283526516708
huuzuu,hʋlʋmʋʋ,0.05579283526516708
hʋlʋmʋʋ,yaɣʋ,0.05579283526516708
haʋ,ɖɛnʋʋ,0.05568865192644457
pɩzʋʋ,ɖuunuu,0.05568220666275596
hʋlʋmʋʋ,tɛzʋʋ,0.055650324597517856
cosuu,tasʋʋ,0.05562867729561147
kpaʋ,sɩɣzʋʋ,0.055593698749582594
kpaʋ,sʋʋʋ,0.055593698749582594
kpaʋ,wɛɛtʋʋ,0.055593698749582594
hadʋʋ,kpaʋ,0.055593698749582594
kpaʋ,pɔʋ,0.055593698749582594
kpaʋ,puu,0.055593698749582594
kpaʋ,ɖɩkʋʋ,0.055593698749582594
libuu,tɔɔʋ,0.05557700143767284
cɩdɩlʋʋ,tɔɔʋ,0.05557700143767284
talʋ,tɔɔʋ,0.05557700143767284
tiluu,tɔɔʋ,0.05557700143767284
tɔɔʋ,tɛmnʋʋ,0.05557700143767284
nɩɣzɩnʋʋ,tɛm,0.055563940321855076
paŋʋʋ,ñɔtɩnʋʋ,0.05555555555555555
lizuu,ɖuu,0.05555555555555555
kaɣʋ,ɖuu,0.05555555555555555
huyuu,ɖuu,0.05555555555555555
sʋlʋmʋʋ,ɖʋzʋʋ,0.055527284968241095
fem,sulunuu,0.055523433231068606
coɖuu,tibu,0.055517490764820404
maɣzɩnʋʋ,tibu,0.055517490764820404
lɩʋ,sɔm,0.0555127381653369
kpanʋʋ,ɖɛʋ,0.055485434384421856
falʋʋ,lebu,0.055470019622522924
lebu,sɛɣʋ,0.055470019622522924
huuzuu,mʋʋʋ,0.055470019622522924
tayʋʋ,ɖanʋʋ,0.05542739954736934
luzuu,tasʋʋ,0.055383518474099024
maɣnʋʋ,ɖʋzʋʋ,0.05532293115102812
pisuu,tɔm,0.05530012636093311
yɔɔdɩnʋʋ,ɖɛnʋʋ,0.05530012636093311
siɣu,tɔm,0.05530012636093311
pɩsɩnʋʋ,ɖɛʋ,0.05529244098443003
tasʋʋ,ñɔtɩnʋʋ,0.05527675100768859
paŋʋʋ,susuu,0.0552532101512818
tɔlʋʋ,tɩzʋʋ,0.05522511767756451
kpanʋʋ,tɔlʋʋ,0.05522511767756451
maɣzɩnʋʋ,sɩŋʋʋ,0.055215763037423274
tam,wiu,0.055194732466088164
cɩbʋ,tʋʋzʋʋ,0.05512654870631487
lizuu,taʋ,0.055048188256318034
huyuu,taʋ,0.055048188256318034
kaɣʋ,taʋ,0.055048188256318034
pɩyʋʋ,tasʋʋ,0.05503429246201452
kʋyʋʋ,tiyinuu,0.054993037711115696
tuuu,wɛɛkʋʋ,0.05499266813300749
koyuu,tɛm,0.054972468169219135
peɣzuu,tɛm,0.054972468169219135
tasʋʋ,tɛɖʋʋ,0.05487772232267047
kpeɣu,tɔlʋʋ,0.05487734899427032
ɖɔm,ɖʋzɩ,0.054861899436931746
sʋʋ,ɖaɣnʋʋ,0.054619128332600415
siɣu,tɛm,0.054525270412615075
liɣtuu,tɛm,0.05452527041261506
lɩnʋʋ,tɛzʋʋ,0.05451498664635902
kpaʋ,pɛm,0.054514106684023164
tasʋʋ,winuu,0.054490177342128375
cazʋʋ,tɔm,0.05445580004090206
tɩnʋʋ,wiluu,0.05440163207344367
tɩŋnʋʋ,ñɩkʋʋ,0.05439282932204213
hadʋʋ,yebu,0.054342609729281496
puu,yebu,0.054342609729281496
yebu,ɖɩkʋʋ,0.054342609729281496
sɩɣzʋʋ,yebu,0.054342609729281496
pɔʋ,yebu,0.054342609729281496
wɛɛtʋʋ,yebu,0.054342609729281496
sʋʋʋ,yebu,0.054342609729281496
kam,tasʋʋ,0.05433985932515427
hiu,kpiɖuu,0.05431254465935685
hɔkʋʋ,sʋʋʋ,0.054312544659356844
hadʋʋ,hɔkʋʋ,0.054312544659356844
hɔkʋʋ,pɔʋ,0.054312544659356844
hɔkʋʋ,kizinuu,0.054312544659356844
hɔkʋʋ,ɖɩkʋʋ,0.054312544659356844
hɔkʋʋ,sɩɣzʋʋ,0.054312544659356844
hɔkʋʋ,puu,0.054312544659356844
hɔkʋʋ,wɛɛtʋʋ,0.054312544659356844
hɔkʋʋ,yɛlʋʋ,0.054312544659356844
hɔkʋʋ,paŋʋʋ,0.054312544659356844
wobu,ñam,0.05429416632173445
huuzuu,tasʋʋ,0.05426454416861929
kɩndʋʋ,tasʋʋ,0.05426454416861929
sʋnʋʋ,tasʋʋ,0.05426454416861929
tasʋʋ,ɖiyuu,0.05426454416861929
tasʋʋ,tuzuu,0.05426454416861929
kpaɣʋ,pɩʋ,0.05422070249533548
malɩsʋʋ,tɔlʋʋ,0.0541927814603405
pam,tɔlʋʋ,0.0541927814603405
kɛzʋʋ,tɔlʋʋ,0.0541927814603405
takʋʋ,tɛm,0.054181456164827044
wiu,ñam,0.054123651420159055
tiyinuu,tɛm,0.05409848786947741
paɣʋ,sʋʋ,0.054086987740198544
lizuu,sɛʋ,0.054083691662451465
lizuu,ɖou,0.054073807043587524
calʋʋ,ɖou,0.054073807043587524
sɔm,ɖou,0.054073807043587524
layʋʋ,ɖou,0.054073807043587524
ɖou,ɖɩŋʋʋ,0.054073807043587524
hɔɔzʋʋ,ɖou,0.054073807043587524
huyuu,ɖou,0.054073807043587524
ɖou,ɖʋnʋʋ,0.054073807043587524
yɩɣyʋʋ,ɖou,0.054073807043587524
kaɣʋ,ɖou,0.054073807043587524
ñasʋʋ,ɖou,0.054073807043587524
hʋm,ɖou,0.054073807043587524
yʋlɩsʋʋ,ɖou,0.054073807043587524
sɩbʋ,tenduu,0.054050017270091975
tɔm,ɖaɣnʋʋ,0.054035956425424865
Kʋyʋʋ,kalʋʋ,0.05399492471560389
faɣʋ,kalʋʋ,0.05399492471560389
kalʋʋ,koluu,0.05399492471560389
kalʋʋ,tɩsʋʋ,0.05399492471560389
kalʋʋ,nɩɣzʋʋ,0.05399492471560389
kalʋʋ,tɔnzʋʋ,0.05399492471560389
kalʋʋ,kɔzʋʋ,0.05399492471560389
kalʋʋ,kpeɣlu,0.05399492471560389
kalʋʋ,ñɩtʋʋ,0.05399492471560389
kalʋʋ,ñaʋ,0.05399492471560389
kalʋʋ,sezuu,0.05399492471560389
kalʋʋ,ñalɩzʋʋ,0.05399492471560389
kalʋʋ,ɖuuu,0.05399492471560389
kalʋʋ,đɔkʋʋ,0.05399492471560389
kalʋʋ,piyuu,0.05399492471560389
kalʋʋ,niɣzʋʋ,0.05399492471560389
kalʋʋ,mʋʋ́ʋ,0.05399492471560389
paŋʋʋ,wɩʋ,0.053916386601719206
labɩnʋʋ,lɩʋ,0.053887621818296254
kɛnʋʋ,lɩʋ,0.053887621818296254
ɖɛnʋʋ,ɖɩɣʋ,0.053838190205816566
haʋ,tɛzʋʋ,0.05378257767382028
tɩŋʋʋ,ɖɛnʋʋ,0.053765189236367465
fem,siɣu,0.05376033305704704
coɖuu,tɛm,0.05375649700630492
wɛʋ,đɛʋ,0.05373185465303965
wɩzʋʋ,ɖʋzʋʋ,0.05362703388572532
huyuu,naʋ,0.05362275040523719
sɛtʋʋ,ɖem,0.053605626741889754
kpadɩyʋʋ,sɛtʋʋ,0.053605626741889754
taʋ,ɖou,0.053579971977681995
tɛm,ñasʋʋ,0.053423636239271884
sɔm,tɛm,0.053423636239271884
tɛm,ɖʋnʋʋ,0.053423636239271884
lɩnʋʋ,mʋʋ,0.053380783684634586
hɛyʋʋ,yoluu,0.05337605126836238
hɛyʋʋ,tɛŋɛlʋʋ,0.05337605126836238
haɣʋ,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,piyʋʋ,0.05337605126836238
hɛyʋʋ,ɖaɣlʋʋ,0.05337605126836238
hɛyʋʋ,puzuu,0.05337605126836238
Tiyinuu,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,ɖabʋ,0.05337605126836238
hɛyʋʋ,paɣlʋʋ,0.05337605126836238
hɛyʋʋ,ɖewuu,0.05337605126836238
hɛyʋʋ,kotuu,0.05337605126836238
ceɣuu,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,tɩyʋʋ,0.05337605126836238
hɛyʋʋ,maɣʋ,0.05337605126836238
cadʋʋ,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,lʋbʋʋ,0.05337605126836238
hɛyʋʋ,kituu,0.05337605126836238
hɛyʋʋ,tituu,0.05337605126836238
hɛyʋʋ,peenduu,0.05337605126836238
hɛyʋʋ,pilimuu,0.05337605126836238
hɛyʋʋ,mɛlʋʋ,0.05337605126836238
hɛyʋʋ,wadʋʋ,0.05337605126836238
hɛyʋʋ,tɩmʋʋ,0.05337605126836238
hɛyʋʋ,wasʋʋ,0.05337605126836238
hɛyʋʋ,waʋ,0.05337605126836238
fiɣnuu,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,yuu,0.05337605126836238
hɛyʋʋ,paʋ,0.05337605126836238
cɛtʋ,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,sobuu,0.05337605126836238
hɛyʋʋ,limuu,0.05337605126836238
hɛyʋʋ,pɩnʋʋ,0.05337605126836238
hɛyʋʋ,hɩnʋʋ,0.05337605126836238
hɛyʋʋ,sisuu,0.05337605126836238
hɛyʋʋ,seʋ,0.05337605126836238
hɛyʋʋ,yʋlʋmʋʋ,0.05337605126836238
hɛyʋʋ,hɛʋ,0.05337605126836238
hɛyʋʋ,ñɩlɩzʋʋ,0.05337605126836238
hɛyʋʋ,ñɩlɩsʋʋ,0.05337605126836238
fɛʋ,hɛyʋʋ,0.05337605126836238
fɛtʋʋ,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,ñɔzʋʋ,0.05337605126836238
ciɣduu,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,pʋtʋʋ,0.05337605126836238
hɛyʋʋ,nɩzʋʋ,0.05337605126836238
hɛyʋʋ,seluu,0.05337605126836238
hɛyʋʋ,lou,0.05337605126836238
hɛyʋʋ,ñɔtʋʋ,0.05337605126836238
hɛnʋʋ,hɛyʋʋ,0.05337605126836238
hɛyʋʋ,pʋʋ,0.05337605126836238
ceyuu,hɛyʋʋ,0.05337605126836238
pɛm,yebu,0.053287312967146824
hɔkʋʋ,pɛm,0.05325783174056541
sɔbʋ,ɖou,0.05324820425539146
tɛzʋʋ,wiluu,0.05319710492864359
lɩnʋʋ,tɛm,0.053196783255945665
hʋlʋmʋʋ,sɔzʋʋ,0.05319638117327899
heyuu,ñamsʋʋ,0.053177680457337416
hɛyʋʋ,luŋuu,0.05317538871115627
kpiɖuu,kɛdɩnʋʋ,0.053157743395375066
kpadɩyʋʋ,kpeɣu,0.0531494003452734
kpeɣu,đɛʋ,0.0531494003452734
kpeɣu,lizuu,0.0531494003452734
huyuu,kpeɣu,0.0531494003452734
kpeɣu,ɖem,0.0531494003452734
cɩbʋ,tɔm,0.053130642836185495
wiu,yɔɔdɩnʋʋ,0.053130642836185495
kɛdʋʋ,ɖiɣzinuu,0.05299989400031801
hɛyʋʋ,mʋʋʋ,0.05296387481993049
kɔʋ,tibu,0.052933850493043916
mʋʋʋ,sɔzʋʋ,0.052888588534794514
kɛʋ,lɩnʋʋ,0.05276069081102741
kɛdʋʋ,tɔm,0.052756215036005624
wɛɛkʋʋ,ɖʋzʋʋ,0.052706121628334046
yɔkʋʋ,đɛʋ,0.052704627669473
lizuu,yɔkʋʋ,0.052704627669473
lɩʋ,sulunuu,0.05266400752650644
wɛnʋʋ,ɖɛnʋʋ,0.052654191558297155
sɔbʋ,tɛm,0.05260796030583591
kɔzʋʋ,wɛʋ,0.05260729678739208
piyuu,wɛʋ,0.05260729678739208
tɔnzʋʋ,wɛʋ,0.05260729678739208
Kʋyʋʋ,wɛʋ,0.05260729678739208
mʋʋ́ʋ,wɛʋ,0.05260729678739208
faɣʋ,wɛʋ,0.05260729678739208
tasʋʋ,walʋʋ,0.052580324129264756
fem,yaʋ,0.05251752965833785
hɛyʋʋ,wiluu,0.05251509076289174
hɛyʋʋ,sum,0.05251509076289174
tasʋʋ,ɖʋʋ,0.052441331665486784
kpaɣʋ,ɖɔʋ,0.05235899268232427
sɔzʋʋ,tɛm,0.052350455282892665
yɔɔdʋʋ,ɖʋzʋʋ,0.052344370087325474
nuutuu,tibu,0.052342392259021375
tibu,ɖiyuu,0.052342392259021375
tibu,yaɣʋ,0.052342392259021375
sʋnʋʋ,tibu,0.052342392259021375
tibu,tuzuu,0.052342392259021375
hʋlʋʋ,tibu,0.052342392259021375
hɛyʋʋ,ɖazʋʋ,0.052339524418443986
fem,sɩnʋʋ,0.052285773283243714
mɛsʋʋ,ɖɔɔnʋʋ,0.052270837348931676
fɛyʋʋ,pazʋʋ,0.05227083734893167
pazʋʋ,tɩŋɩʋʋ,0.05227083734893167
pazʋʋ,talʋ,0.05227083734893167
libuu,pazʋʋ,0.05227083734893167
kisi,pazʋʋ,0.05227083734893167
pazʋʋ,tɛmnʋʋ,0.05227083734893167
cɩdɩlʋʋ,pazʋʋ,0.05227083734893167
pazʋʋ,tiluu,0.05227083734893167
malʋʋ,pazʋʋ,0.05227083734893167
kpɛyʋʋ,pazʋʋ,0.05227083734893167
mʋzʋʋ,pazʋʋ,0.05227083734893167
kpaɣʋ,kpiɖuu,0.05219364972398125
cɔzʋʋ,heyuu,0.05218361746946664
heyuu,lem,0.05218361746946664
heyuu,siduu,0.05218361746946664
heyuu,pisuu,0.05218361746946664
hʋlʋmʋʋ,tɩnʋʋ,0.052167866032388426
lɩnʋʋ,wabʋ,0.05216257458565809
luu,tɔm,0.05213745913371834
sɔm,wobu,0.052076645205590376
kpem,sɛɣʋ,0.052075564392329556
tukunuu,ɖɛnʋʋ,0.05205792062953536
kuluu,tasʋʋ,0.0520145384425321
tasʋʋ,wazʋʋ,0.05200565852348778
pɩʋ,ɖuunuu,0.05200509674923438
heyuu,lɩʋ,0.051951523300692325
hʋlʋmʋʋ,tɩzʋʋ,0.05190187135570821
hʋlʋmʋʋ,kpanʋʋ,0.05190187135570821
wɩlʋʋ,ɖʋzʋʋ,0.0518798480671992
heyuu,wɛʋ,0.05185098167873276
tiyinuu,tɔlʋʋ,0.051845649077871835
lɩʋ,tenduu,0.05179051353923972
heyuu,lʋbʋ,0.05176354492722242
tasʋʋ,tisuu,0.05175670643734863
ñɔʋ,ɖʋzʋʋ,0.051733442790684175
luzuu,tɛm,0.05172721336213576
wiu,ɖɩɣʋ,0.05172606001118718
cazʋʋ,hutuu,0.051708768999501914
kpazʋʋ,wiluu,0.05169078021169037
tɩŋʋʋ,wiu,0.05165592294840398
kpadɩyʋʋ,wɛnʋʋ,0.05159036085463579
wɛnʋʋ,ɖem,0.05159036085463579
cɔʋ,kɛdʋʋ,0.05153886058497132
hɛyʋʋ,pɩʋ,0.051502620262460476
kpaɣʋ,ɖazʋʋ,0.05149896642823485
hayʋʋ,tasʋʋ,0.05147986672909353
feŋuu,tasʋʋ,0.05147986672909353
hazʋʋ,tasʋʋ,0.05147986672909353
kpɛdʋʋ,tasʋʋ,0.05147986672909353
tasʋʋ,you,0.05147986672909353
cɔtʋʋ,tasʋʋ,0.05147986672909353
sɔm,tasʋʋ,0.05147986672909352
kpɛlɩkʋʋ,tasʋʋ,0.05147986672909352
tasʋʋ,yɩɣyʋʋ,0.05147986672909352
layʋʋ,tasʋʋ,0.05147986672909352
hɛzʋʋ,ñalɩzʋʋ,0.05143444998736397
hɛzʋʋ,ñaʋ,0.05143444998736397
hɛzʋʋ,đɔkʋʋ,0.05143444998736397
hɛzʋʋ,niɣzʋʋ,0.05143444998736397
hɛzʋʋ,koluu,0.05143444998736397
hɛzʋʋ,kpeɣlu,0.05143444998736397
suu,tasʋʋ,0.05143339575861853
niɣzʋʋ,sɩm,0.05142689221052685
sɩm,đɔkʋʋ,0.05142689221052685
kpeɣlu,sɩm,0.05142689221052685
koluu,sɩm,0.05142689221052685
sɩm,ñalɩzʋʋ,0.05142689221052685
sɩm,ñaʋ,0.05142689221052685
hiu,wobu,0.05136545778533103
falʋʋ,pɩzʋʋ,0.05133645798074488
pɩzʋʋ,sɛɣʋ,0.05133645798074488
kpazʋʋ,mɛsʋʋ,0.051332700233934554
kpaɣʋ,wiluu,0.051323755561914895
kpaɣʋ,sum,0.051323755561914895
kou,ɖʋzɩ,0.05129891760425772
paŋʋʋ,sɔʋ,0.051298917604257706
siɣu,tɩŋnʋʋ,0.051282051282051294
kɛdɩnʋʋ,wobu,0.05127378195134644
hiu,kpedesuu,0.051264514195113915
tɛm,tɛɖʋʋ,0.05125480882440442
pɩsɩnʋʋ,tɛm,0.05125480882440442
pɩsɩnʋʋ,tasʋʋ,0.05121920750115911
tanʋʋ,tʋʋzʋʋ,0.051130999256491366
mʋʋʋ,tɛzʋʋ,0.05107230786207584
laɣzʋʋ,ɖou,0.05098127419345817
kɛdɩnʋʋ,pɩʋ,0.05097437429571879
hʋlʋmʋʋ,pam,0.05093165736983623
hʋlʋmʋʋ,kɛzʋʋ,0.05093165736983623
hʋlʋmʋʋ,malɩsʋʋ,0.05093165736983623
cɔʋ,pɩsɩnʋʋ,0.050783671611902566
tasʋʋ,tɩnʋʋ,0.050738870986621804
mɛsʋʋ,yabʋ,0.05072374985461835
tɛm,ɖiyuu,0.0506821114213234
tuzuu,tɛm,0.0506821114213234
sʋnʋʋ,tɛm,0.0506821114213234
huuzuu,tɛm,0.0506821114213234
kɩndʋʋ,tɛm,0.0506821114213234
kpaɣʋ,mʋʋʋ,0.05066569855130573
kɛʋ,wiu,0.05065781948471669
tɛzʋʋ,ɖʋzɩ,0.05063696835418335
lebu,paɣʋ,0.05063696835418334
hɛyʋʋ,leɖuu,0.05063696835418334
teu,tuuu,0.05063696835418334
lebu,ñɩkʋʋ,0.05063696835418334
kpɛyʋʋ,naʋ,0.05055601391655587
malʋʋ,naʋ,0.05055601391655587
kisi,naʋ,0.05055601391655587
fɛyʋʋ,naʋ,0.05055601391655587
mʋzʋʋ,naʋ,0.05055601391655587
naʋ,tɩŋɩʋʋ,0.05055601391655587
hɔm,lɩʋ,0.05053578212607237
kpanʋʋ,tasʋʋ,0.05048016250169304
fem,ɖɔkʋʋ,0.05044587066461563
fem,tɛzʋʋ,0.05041146614303129
hɛyʋʋ,tɛm,0.050408630328518764
haʋ,tɩŋnʋʋ,0.05033397385659413
kʋm,tasʋʋ,0.05030893398204074
sɩbʋ,tɛzʋʋ,0.05022171850520418
tasʋʋ,tɩlʋʋ,0.05020935914342596
kpaɣʋ,luŋuu,0.05013081666812773
nɩnʋʋ,tɔɔlʋʋ,0.05012547071170855
cɛyʋʋ,đɛʋ,0.05012547071170855
cɛyʋʋ,tɔɔlʋʋ,0.05012547071170855
cɛyʋʋ,ɖem,0.05012547071170855
cɛyʋʋ,kpadɩyʋʋ,0.05012547071170855
